# Searching for substation nr  1489.2 in v2.temperature.inv
# OSLO-BLINDERN       NORWAY    (NORWAY)
# coordinates:  59.95N,   10.72E,   94m
# Near WMO station code:  1489.2 OSLO-BLINDERN                 
# institution :: NOAA/NCEI
# source_url :: https://www.ncdc.noaa.gov/ghcnm/v2.php
# contact_email :: NCDC.GHCNM@noaa.gov.
# retrieved :: Wed Oct  3 21:39:03 MEST 2018
# references :: Peterson, T.C., and R.S. Vose, 1997: An overview of the Global Historical Climatology Network temperature database.Bulletin of the American Meteorological Society, 78 (12), 2837-2849
# station_name :: OSLO-BLINDERN
# station_country :: NORWAY
# station_code :: 1489.2
# latitude ::   59.95 degrees_north
# longitude ::   10.72 degrees_east
# elevation ::       94 m
# climexp_url :: https://climexp.knmi.nl/getprcpall.cgi?WMO=1489.2
# prcp from v2.prcp [mm/month]
 1938   55.0   18.0    7.0   12.0   31.0   70.0   73.0   69.0  116.0  127.0   86.0  125.0
 1939   84.0   44.0   17.0   40.0   23.0  117.0  146.0   47.0    5.0   20.0  104.0   28.0
 1940   18.0   12.0   34.0   40.0   13.0   19.0  198.0   87.0  102.0   53.0   81.0   41.0
 1941    4.0   37.0   35.0   14.0   11.0   48.0   73.0  154.0   31.0   45.0   26.0   51.0
 1942   11.0    8.0   12.0   29.0   71.0  113.0   28.0  151.0  118.0  109.0   71.0   63.0
 1943   73.0   39.0   11.0   33.0   38.0   73.0   75.0   80.0   65.0   66.0   84.0   39.0
 1944   47.0   19.0   11.0   20.0   42.0  111.0   96.0   61.0  189.0   96.0   72.0   89.0
 1945   26.0   53.0   20.0   35.0  109.0   63.0   17.0   34.0   47.0   67.0   20.0   73.0
 1946   39.0   61.0   24.0    6.0   15.0  120.0   51.0  137.0  145.0   34.0   98.0   82.0
 1947   23.0    2.0   36.0   64.0    1.0   19.0   61.0    0.0   68.0   11.0   96.0   17.0
 1948   83.0   43.0   16.0   77.0   70.0   69.0   95.0  118.0   89.0   79.0   38.0   68.0
 1949   67.0   39.0   16.0   41.0   87.0   60.0   54.0   68.0   68.0  123.0   79.0   85.0
 1950   39.0   63.0   35.0   80.0   44.0  128.0  124.0  210.0   81.0   95.0   85.0   78.0
 1951   65.0   89.0   31.0   50.0    8.0   76.0   70.0  303.0   72.0   33.0  119.0   48.0
 1952   32.0   15.0   35.0   50.0   73.0   73.0   87.0   82.0  104.0   75.0   33.0   58.0
 1953   34.0   26.0    6.0   88.0   69.0   71.0  117.0  117.0   63.0   51.0   44.0   42.0
 1954   61.0   64.0   50.0   19.0   53.0   84.0   95.0   95.0  122.0   86.0   92.0   71.0
 1955   31.0   37.0    5.0   37.0   81.0   41.0   16.0   31.0   92.0   51.0   60.0   55.0
 1956   53.0    7.0   19.0   25.0   12.0  104.0   57.0   87.0   88.0   16.0   34.0   28.0
 1957   45.0   60.0   25.0   32.0   48.0   81.0  103.0  145.0  100.0   75.0   50.0    3.0
 1958   39.0   37.0    5.0   38.0   70.0   74.0   93.0  104.0   41.0  109.0   43.0   56.0
 1959   60.0    2.0   58.0  105.0   28.0   13.0   66.0   44.0   15.0  131.0  133.0  144.0
 1960   72.0   28.0   30.0   22.0   19.0  107.0  181.0  144.0   44.0   78.0  131.0   65.0
 1961   51.0   41.0   34.0   18.0   40.0   66.0   63.0   67.0  115.0  163.0   90.0   37.0
 1962   60.0   49.0   33.0   59.0   88.0   43.0   94.0  149.0   74.0   41.0   64.0   57.0
 1963    4.0    5.0   21.0   76.0  116.0   48.0   54.0  142.0  101.0   72.0  100.0    7.0
 1964   15.0   20.0    0.0   34.0   32.0  109.0   76.0   77.0   97.0  158.0   41.0   68.0
 1965   56.0    9.0   21.0   55.0   82.0  110.0  115.0  115.0  229.0   21.0   34.0   70.0
 1966   34.0   87.0   40.0   28.0   67.0   40.0   54.0  113.0   67.0  120.0  107.0  137.0
 1967   58.0   59.0   54.0   36.0   90.0   71.0   55.0  116.0   57.0  139.0   93.0   80.0
 1968   51.0   49.0   40.0   17.0   59.0   89.0   79.0   28.0   71.0  112.0   62.0   20.0
 1969  102.0   23.0    7.0   54.0   58.0   41.0   72.0   41.0   77.0   23.0   64.0   42.0
 1970   25.0   17.0   33.0   61.0    7.0   80.0  166.0   42.0   72.0  101.0  180.0   24.0
 1971   61.0   40.0   72.0   22.0   56.0   50.0   77.0   57.0   43.0   41.0   81.0   35.0
 1972   25.0   36.0   42.0   55.0   54.0   97.0   80.0  112.0   30.0   22.0   11.0   63.0
 1973   33.0   54.0   13.0   52.0   58.0   41.0   97.0   53.0   71.0   12.0   36.0   69.0
 1974   88.0   46.0   27.0    0.0   27.0   54.0  112.0   55.0  181.0   81.0  121.0   46.0
 1975  106.0   18.0   34.0   29.0   37.0   38.0   59.0   71.0  115.0   66.0   84.0   27.0
 1976   35.0   39.0    6.0   16.0   41.0   17.0   33.0   12.0   42.0  181.0   88.0   51.0
 1977   66.0   25.0   53.0   76.0   26.0   78.0   69.0   37.0   56.0   63.0   80.0   49.0
 1978   69.0   43.0  104.0   20.0   17.0   33.0  125.0   89.0   79.0   22.0   28.0   24.0
 1979   12.0   17.0  115.0   80.0   60.0   38.0   81.0  105.0   84.0   75.0  104.0   58.0
 1980   16.0   26.0   31.0    5.0   57.0  126.0   76.0  146.0   80.0  115.0   37.0   52.0
 1981   19.0   23.0   64.0   11.0   68.0   94.0  107.0   12.0   74.0   88.0  115.0   37.0
 1982   27.0   34.0   92.0   39.0   75.0   32.0   35.0   82.0  116.0   70.0  134.0  105.0
 1983   27.0   13.0   35.0   47.0  103.0   27.0   43.0   25.0  165.0   97.0   18.0   45.0
 1984   79.0   20.0   21.0   28.0   50.0  108.0   86.0   95.0   96.0  142.0   51.0   95.0
 1985   40.0   42.0   74.0   75.0   31.0   88.0  114.0  161.0  131.0   35.0   46.0   74.0
 1986   66.0    1.0   53.0   21.0   65.0   33.0   58.0  126.0   28.0   72.0   75.0  112.0
 1987   17.0   24.0   77.0   19.0   48.0  126.0   40.0   82.0  126.0  173.0   99.0   22.0
 1988  139.0   89.0  107.0   41.0   22.0   34.0  175.0  228.0  115.0   80.0   26.0   27.0
 1989   11.0   46.0   83.0   85.0   38.0   60.0   59.0  178.0   53.0   59.0   74.0   33.0
 1990   77.0   87.0   20.0   63.0   10.0   89.0   64.0   63.0   60.0   77.0   48.0   87.0
 1991   59.0   24.0   64.0   22.0    3.0   97.0   43.0   33.0   70.0   54.0  115.0   21.0
 1992   14.0   22.0   68.0   59.0   36.0   37.0   89.0  134.0   64.0   34.0  140.0   47.0
 1993   44.0   45.0    5.0   32.0   70.0 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1994   66.0   19.0   49.0   82.0    1.0   48.0   14.0  147.0   80.0   44.0   41.0   68.0
 1995  110.0   83.0   42.0   41.0   37.0   96.0  102.0   16.0   91.0   51.0   21.0    9.0
 1996   38.0   34.0    0.0   25.0   73.0   46.0   35.0   75.0   96.0  106.0   89.0   46.0
 1997   20.0   68.0 -999.9    3.0   62.0   65.0   43.0   53.0   89.0   73.0   49.0   44.0
 1998   47.0   26.0   47.0   91.0   19.0  119.0   79.0  112.0   79.0  102.0   33.0   44.0
 1999   92.0   36.0  121.0   47.0   41.0  143.0   66.0   30.0  163.0   94.0   27.0   68.0
 2000   28.0   33.0   28.0   75.0   95.0   75.0   71.0  148.0   54.0  188.0  279.0   99.0
 2001   72.0   26.0    6.0   82.0   82.0   45.0   81.0   93.0   67.0  149.0   37.0   33.0
 2002   75.0   58.0   32.0   40.0   99.0   54.0  133.0   35.0   97.0  100.0   78.0   28.0
 2003   40.0   56.0   31.0   48.0   84.0   78.0  108.0   63.0   64.0   32.0   62.0   60.0
 2004  109.0   25.0   36.0   54.0   40.0 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
